user_id,full_name,email,phone,date_of_birth,country,kyc_status,risk_level,created_at,updated_at,deleted_at
1847,Urim Kadriu,urim847@aol.com,3464757711,6/9/1981,Spain,1,1,23:20.7,23:20.7,NULL
1848,Donika Rrahmani,donika.rrahmani1848@yahoo.com,12010893881,12/6/2006,USA,1,0,23:20.7,23:20.7,NULL
1849,Zana Kastrati,zkastrati1849@aol.com,3168901836,3/8/2005,Netherlands,0,1,23:20.7,23:20.7,NULL
1850,Mimoza Maloku,mimoza_maloku2026@icloud.com,39335624739,5/14/1972,Italy,0,2,23:20.7,23:20.7,NULL
1851,Hysni Berisha,hysni851@icloud.com,12019277119,8/26/2001,USA,1,1,23:20.7,23:20.7,NULL
1852,Mimoza Berisha,mimoza.berisha1852@hotmail.com,3160466015,8/19/1979,Netherlands,0,0,23:20.7,23:20.7,NULL
1853,Migjen Sahiti,msahiti1853@gmail.com,3.83E+11,7/27/1972,Kosove,0,3,23:20.7,23:20.7,NULL
1854,Shkumbin Gonzalez,shkumbin_gonzalez2026@yahoo.com,3361723421,10/7/2001,France,0,2,23:20.7,23:20.7,NULL
1855,Adriatik Johnson,adriatik855@protonmail.com,3.56E+11,3/9/1972,Shqipëri,1,0,23:20.7,23:20.7,NULL
1856,Urim Johnson,urim.johnson1856@outlook.com,3166249870,5/28/1984,Netherlands,0,0,23:20.8,23:20.8,NULL
1857,Qendrim Smith,qsmith1857@gmail.com,3.56E+11,6/22/1966,Shqipëri,0,0,23:20.8,23:20.8,NULL
1858,Mimoza Mustafa,mimoza_mustafa2026@aol.com,3.83E+11,3/5/1991,Kosove,1,1,23:20.8,23:20.8,NULL
1859,Trim Hyseni,trim859@protonmail.com,3162965327,7/9/1983,Netherlands,0,3,23:20.8,23:20.8,NULL
1860,Luan Pajaziti,luan.pajaziti1860@aol.com,3.56E+11,4/16/1985,Shqipëri,1,0,23:20.8,23:20.8,NULL
1861,Olti Gashi,ogashi1861@live.com,44792433989,7/29/1963,UK,0,1,23:20.8,23:20.8,NULL
1862,Mimoza Kryeziu,mimoza_kryeziu2026@yahoo.com,3163439157,7/17/1997,Netherlands,1,0,23:20.8,23:20.8,NULL
1863,Teuta Jones,teuta863@gmail.com,49155372123,6/26/1986,Germany,1,0,23:20.8,23:20.8,NULL
1864,Petrit Martin,petrit.martin1864@yahoo.com,3.83E+11,7/19/1979,Kosove,0,4,23:20.8,23:20.8,NULL
1865,Agim Hyseni,ahyseni1865@aol.com,44794003530,9/6/1985,UK,1,1,23:20.8,23:20.8,NULL
1866,Mimoza Moore,mimoza_moore2026@gmail.com,12019753702,6/16/1999,USA,1,0,23:20.8,23:20.8,NULL
1867,Krenar Morina,krenar867@live.com,3.56E+11,4/22/1988,Shqipëri,1,0,23:20.8,23:20.8,NULL
1868,Indrit Kuka,indrit.kuka1868@yahoo.com,3.83E+11,3/22/1992,Kosove,1,1,23:20.8,23:20.8,NULL
1869,Drita Kastrati,dkastrati1869@gmail.com,12013695002,12/19/1971,USA,0,2,23:20.8,23:20.8,NULL
1870,Fitim Rama,fitim_rama2026@outlook.com,3361680846,5/2/1962,France,1,0,23:20.8,23:20.8,NULL
1871,Elton Berisha,elton871@protonmail.com,44796702108,7/17/1987,UK,1,2,23:20.8,23:20.8,NULL
1872,Flamur Taylor,flamur.taylor1872@aol.com,3361837841,10/20/1981,France,1,0,23:20.8,23:20.8,NULL
1873,Rina Kuka,rkuka1873@icloud.com,3461993784,6/5/1990,Spain,1,2,23:20.8,23:20.8,NULL
1874,Adriatik Miller,adriatik_miller2026@aol.com,3361657988,10/29/1999,France,1,0,23:20.8,23:20.8,NULL
1875,Blerina Wilson,blerina875@icloud.com,3360045489,11/3/1999,France,0,0,23:20.8,23:20.8,NULL
1876,Krenar Brown,krenar.brown1876@yahoo.com,3.56E+11,11/25/2003,Shqipëri,0,0,23:20.8,23:20.8,NULL
1877,Xhemail Leka,xleka1877@protonmail.com,3465237169,2/23/2003,Spain,0,0,23:20.8,23:20.8,NULL
1878,Mergim Basha,mergim_basha2026@hotmail.com,3.83E+11,3/13/2006,Kosove,0,1,23:20.8,23:20.8,NULL
1879,Liridona Garcia,liridona879@gmail.com,3.56E+11,1/10/2003,Shqipëri,0,0,23:20.8,23:20.8,NULL
1880,Petrit Miller,petrit.miller1880@icloud.com,3164085407,11/16/1974,Netherlands,1,0,23:20.8,23:20.8,NULL
1881,Hysni Pllana,hpllana1881@gmail.com,49153085771,10/10/1968,Germany,0,1,23:20.8,23:20.8,NULL
1882,Zamir Krasniqi,zamir_krasniqi2026@protonmail.com,49154850675,6/14/1976,Germany,1,0,23:20.8,23:20.8,NULL
1883,Rina Kastrati,rina883@outlook.com,12010919726,10/21/2004,USA,1,3,23:20.8,23:20.8,NULL
1884,Liridona Krasniqi,liridona.krasniqi1884@hotmail.com,3160637909,4/14/1995,Netherlands,0,2,23:20.8,23:20.8,NULL
1885,Teuta Martinez,tmartinez1885@gmail.com,3.56E+11,9/11/1996,Shqipëri,1,1,23:20.8,23:20.8,NULL
1886,Nderim Rrahmani,nderim_rrahmani2026@icloud.com,3168923198,12/18/1968,Netherlands,0,0,23:20.8,23:20.8,NULL
1887,Luan Anderson,luan887@outlook.com,39334375439,7/19/1984,Italy,1,0,23:20.8,23:20.8,NULL
1888,Mimoza Rodriguez,mimoza.rodriguez1888@aol.com,39339060370,11/17/1991,Italy,1,0,23:20.8,23:20.8,NULL
1889,Zef Pajaziti,zpajaziti1889@protonmail.com,3.84E+11,1/17/1998,Kosove,0,1,23:20.8,23:20.8,NULL
1890,Mergim Basha,mergim_basha2026@aol.com,39335994634,12/3/1973,Italy,1,0,23:20.8,23:20.8,NULL
1891,Teuta Dedaj,teuta891@yahoo.com,3.83E+11,5/19/1967,Kosove,1,0,23:20.8,23:20.8,NULL
1892,Era Sahiti,era.sahiti1892@gmail.com,3463864892,5/15/1964,Spain,1,0,23:20.8,23:20.8,NULL
1893,Granit Johnson,gjohnson1893@hotmail.com,39331805866,9/13/2001,Italy,0,1,23:20.8,23:20.8,NULL
1894,Leotrim Gonzalez,leotrim_gonzalez2026@gmail.com,12016175586,4/27/1972,USA,0,1,23:20.8,23:20.8,NULL
1895,Hysni Bytyqi,hysni895@hotmail.com,49158476115,3/31/1997,Germany,1,0,23:20.8,23:20.8,NULL
1896,Valmir Gonzalez,valmir.gonzalez1896@gmail.com,12015150483,6/7/2005,USA,0,0,23:20.8,23:20.8,NULL
1897,Tringa Morina,tmorina1897@hotmail.com,12013983205,5/2/1972,USA,1,0,23:20.8,23:20.8,NULL
1898,Xhemail Gjoka,xhemail_gjoka2026@hotmail.com,12016074176,11/14/1969,USA,1,0,23:20.8,23:20.8,NULL
1899,Nora Mustafa,nora899@outlook.com,3.83E+11,3/6/1992,Kosove,1,1,23:20.8,23:20.8,NULL
1900,Rigon Kastrati,rigon.kastrati1900@outlook.com,3.56E+11,10/31/2008,Shqipëri,1,1,23:20.8,23:20.8,NULL
1901,Klea Jackson,kjackson1901@gmail.com,44797190925,10/31/1999,UK,1,0,23:20.8,23:20.8,NULL
1902,Agim Gashi,agim_gashi2026@aol.com,49152546132,4/17/1986,Germany,0,0,23:20.8,23:20.8,NULL
1903,Ylli Davis,ylli903@live.com,41764059397,6/25/1997,Switzerland,1,1,23:20.8,23:20.8,NULL
1904,Sabri Pllana,sabri.pllana1904@gmail.com,3.83E+11,1/28/2000,Kosove,1,0,23:20.8,23:20.8,NULL
1905,Mergim Mustafa,mmustafa1905@protonmail.com,12013520910,10/10/1974,USA,1,0,23:20.8,23:20.8,NULL
1906,Jeton Kastrati,jeton_kastrati2026@gmail.com,3468310219,11/19/1995,Spain,0,2,23:20.8,23:20.8,NULL
1907,Xhevat Moore,xhevat907@hotmail.com,3466145526,9/2/2004,Spain,1,0,23:20.8,23:20.8,NULL
1908,Jon Moore,jon.moore1908@hotmail.com,41765420236,9/6/1974,Switzerland,0,0,23:20.8,23:20.8,NULL
1909,Besnik Lopez,blopez1909@icloud.com,3463172693,4/22/1964,Spain,1,0,23:20.8,23:20.8,NULL
1910,Hekuran Dedaj,hekuran_dedaj2026@protonmail.com,3168597202,5/12/1986,Netherlands,0,0,23:20.8,23:20.8,NULL
1911,Ylli Bytyqi,ylli911@gmail.com,3.56E+11,9/7/1974,Shqipëri,1,2,23:20.8,23:20.8,NULL
1912,Trim Maliqi,trim.maliqi1912@outlook.com,12010904966,10/19/1986,USA,1,3,23:20.8,23:20.8,NULL
1913,Sabri Williams,swilliams1913@icloud.com,39335709835,3/13/2002,Italy,1,0,23:20.8,23:20.8,NULL
1914,Luan Miller,luan_miller2026@outlook.com,49151121698,8/26/1992,Germany,1,0,23:20.9,23:20.9,NULL
1915,Klea Thomas,klea915@icloud.com,41766013502,12/24/1977,Switzerland,0,0,23:20.9,23:20.9,NULL
1916,Jeta Martinez,jeta.martinez1916@icloud.com,3.83E+11,10/13/1975,Kosove,1,0,23:20.9,23:20.9,NULL
1917,Ibrahim Hoti,ihoti1917@icloud.com,3161494347,4/29/1973,Netherlands,1,2,23:20.9,23:20.9,NULL
1918,Uran Leka,uran_leka2026@icloud.com,49151702675,9/14/1975,Germany,1,0,23:20.9,23:20.9,NULL
1919,Blerina Anderson,blerina919@live.com,39335964735,11/6/1999,Italy,1,2,23:20.9,23:20.9,NULL
1920,Valmir Smith,valmir.smith1920@yahoo.com,39330661403,11/4/1964,Italy,1,1,23:20.9,23:20.9,NULL
1921,Blerim Krasniqi,bkrasniqi1921@aol.com,41763771891,11/4/1993,Switzerland,1,1,23:20.9,23:20.9,NULL
1922,Yll Smith,yll_smith2026@aol.com,44797045942,6/1/1991,UK,1,0,23:20.9,23:20.9,NULL
1923,Edona Martinez,edona923@aol.com,41766864860,9/12/2000,Switzerland,1,2,23:20.9,23:20.9,NULL
1924,Granit Williams,granit.williams1924@aol.com,3.56E+11,7/5/1977,Shqipëri,0,0,23:20.9,23:20.9,NULL
1925,Donika Rexha,drexha1925@aol.com,44796111451,5/21/2008,UK,1,0,23:20.9,23:20.9,NULL
1926,Ylli Kryeziu,ylli_kryeziu2026@gmail.com,41767790119,6/2/1973,Switzerland,0,0,23:20.9,23:20.9,NULL
1927,Migjen Kadriu,migjen927@protonmail.com,3461758360,5/12/1962,Spain,0,3,23:20.9,23:20.9,NULL
1928,Xhevat Kadriu,xhevat.kadriu1928@hotmail.com,3.56E+11,7/1/1971,Shqipëri,1,0,23:20.9,23:20.9,NULL
1929,Donika Hyseni,dhyseni1929@aol.com,49153282239,6/17/1994,Germany,0,1,23:20.9,23:20.9,NULL
1930,Flamur Martin,flamur_martin2026@aol.com,3.56E+11,5/27/1963,Shqipëri,1,2,23:20.9,23:20.9,NULL
1931,Luan Hyseni,luan931@gmail.com,3365924988,10/30/1994,France,0,1,23:20.9,23:20.9,NULL
1932,Gent Mustafa,gent.mustafa1932@aol.com,3.83E+11,5/9/2007,Kosove,0,0,23:20.9,23:20.9,NULL
1933,Blerim Rexha,brexha1933@live.com,3.56E+11,7/23/1977,Shqipëri,0,0,23:20.9,23:20.9,NULL
1934,Xhevat Jones,xhevat_jones2026@live.com,49153857634,12/23/1974,Germany,1,0,23:20.9,23:20.9,NULL
1935,Edona Gashi,edona935@yahoo.com,3468824534,11/27/1997,Spain,0,3,23:20.9,23:20.9,NULL
1936,Leotrim Hoti,leotrim.hoti1936@yahoo.com,12018017135,8/9/1993,USA,1,2,23:20.9,23:20.9,NULL
1937,Altin Krasniqi,akrasniqi1937@outlook.com,3468403804,12/11/1977,Spain,1,2,23:20.9,23:20.9,NULL
1938,Leotrim Kamberi,leotrim_kamberi2026@hotmail.com,41766848641,12/4/1991,Switzerland,0,0,23:20.9,23:20.9,NULL
1939,Blerim Hyseni,blerim939@gmail.com,44797564267,6/21/1975,UK,1,1,23:20.9,23:20.9,NULL
1940,Fitim Mehmeti,fitim.mehmeti1940@icloud.com,12015332659,4/17/1996,USA,1,2,23:20.9,23:20.9,NULL
1941,Xhemail Kadriu,xkadriu1941@icloud.com,3164290864,12/10/1966,Netherlands,1,1,23:20.9,23:20.9,NULL
1942,Zamir Hernandez,zamir_hernandez2026@outlook.com,3366233579,12/26/1999,France,1,1,23:20.9,23:20.9,NULL
1943,Rina Moore,rina943@gmail.com,44792452150,3/22/2006,UK,0,0,23:20.9,23:20.9,NULL
1944,Krenar Basha,krenar.basha1944@live.com,3163504414,7/7/1998,Netherlands,1,0,23:20.9,23:20.9,NULL
1945,Rrezart Taylor,rtaylor1945@icloud.com,41768782231,9/1/1988,Switzerland,0,1,23:20.9,23:20.9,NULL
1946,Ilir Pajaziti,ilir_pajaziti2026@yahoo.com,44798711160,11/2/1983,UK,1,0,23:20.9,23:20.9,NULL
1947,Olsi Miller,olsi947@gmail.com,3166301280,3/21/1993,Netherlands,1,1,23:20.9,23:20.9,NULL
1948,Leotrim Sahiti,leotrim.sahiti1948@hotmail.com,3.83E+11,4/15/2006,Kosove,1,0,23:20.9,23:20.9,NULL
1949,Drita Kamberi,dkamberi1949@protonmail.com,3162631113,6/4/1981,Netherlands,1,2,23:20.9,23:20.9,NULL
1950,Indrit Thomas,indrit_thomas2026@protonmail.com,3.56E+11,5/24/1978,Shqipëri,1,0,23:20.9,23:20.9,NULL
1951,Hysni Rrahmani,hysni951@live.com,39337466078,4/4/1969,Italy,1,0,23:20.9,23:20.9,NULL
1952,Liridona Wilson,liridona.wilson1952@hotmail.com,39339301887,10/15/2001,Italy,0,0,23:20.9,23:20.9,NULL
1953,Klea Miller,kmiller1953@aol.com,12017547644,4/2/2008,USA,0,0,23:20.9,23:20.9,NULL
1954,Hysni Martin,hysni_martin2026@gmail.com,3.83E+11,2/8/1968,Kosove,1,0,23:20.9,23:20.9,NULL
1955,Qendrim Krasniqi,qendrim955@aol.com,12013550881,5/29/1991,USA,0,1,23:20.9,23:20.9,NULL
1956,Olsi Garcia,olsi.garcia1956@aol.com,3.56E+11,11/7/1963,Shqipëri,1,0,23:20.9,23:20.9,NULL
1957,Jon Rodriguez,jrodriguez1957@yahoo.com,3.83E+11,3/26/2008,Kosove,1,4,23:20.9,23:20.9,NULL
1958,Nora Pllana,nora_pllana2026@live.com,12011256450,4/7/1989,USA,1,2,23:20.9,23:20.9,NULL
1959,Klea Basha,klea959@aol.com,12011627628,6/2/1970,USA,1,1,23:20.9,23:20.9,NULL
1960,Ylber Mustafa,ylber.mustafa1960@hotmail.com,41764165729,2/20/1969,Switzerland,1,2,23:20.9,23:20.9,NULL
1961,Tringa Bytyqi,tbytyqi1961@yahoo.com,3464659353,8/7/2000,Spain,1,2,23:20.9,23:20.9,NULL
1962,Elton Shala,elton_shala2026@gmail.com,3467764977,2/20/1973,Spain,0,0,23:20.9,23:20.9,NULL
1963,Altin Berisha,altin963@gmail.com,3.56E+11,12/2/1988,Shqipëri,1,1,23:20.9,23:20.9,NULL
1964,Olti Smith,olti.smith1964@hotmail.com,49150672839,5/22/1999,Germany,1,0,23:20.9,23:20.9,NULL
1965,Uran Hyseni,uhyseni1965@yahoo.com,49155972789,7/29/1993,Germany,1,0,23:20.9,23:20.9,NULL
1966,Arta Brown,arta_brown2026@outlook.com,3366718876,7/18/2002,France,1,1,23:20.9,23:20.9,NULL
1967,Indrit Gashi,indrit967@live.com,3.56E+11,5/30/1997,Shqipëri,1,0,23:20.9,23:20.9,NULL
1968,Adriatik Maloku,adriatik.maloku1968@yahoo.com,39333926704,7/25/1982,Italy,0,0,23:20.9,23:20.9,NULL
1969,Pajtim Rrahmani,prrahmani1969@yahoo.com,3160031070,11/12/1967,Netherlands,0,1,23:20.9,23:20.9,NULL
1970,Donika Gonzalez,donika_gonzalez2026@gmail.com,39330899407,8/12/1964,Italy,1,1,23:20.9,23:20.9,NULL
1971,Fitim Gonzalez,fitim971@protonmail.com,44798072313,9/2/2007,UK,1,0,23:21.0,23:21.0,NULL
1972,Mergim Thaçi,mergim.thaçi1972@yahoo.com,3161006630,11/18/2001,Netherlands,0,1,23:21.0,23:21.0,NULL
1973,Luan Jones,ljones1973@aol.com,44793902090,10/2/1978,UK,1,0,23:21.0,23:21.0,NULL
1974,Indrit Basha,indrit_basha2026@hotmail.com,44794789116,5/24/2004,UK,1,0,23:21.0,23:21.0,NULL
1975,Blerim Gjoka,blerim975@icloud.com,44794755245,1/29/1968,UK,1,2,23:21.0,23:21.0,NULL
1976,Era Hoti,era.hoti1976@outlook.com,41768619327,9/3/1983,Switzerland,1,1,23:21.0,23:21.0,NULL
1977,Mimoza Morina,mmorina1977@gmail.com,3168155750,9/26/1978,Netherlands,1,0,23:21.0,23:21.0,NULL
1978,Zamir Berisha,zamir_berisha2026@yahoo.com,49154993788,2/21/1968,Germany,0,1,23:21.0,23:21.0,NULL
1979,Zef Davis,zef979@hotmail.com,3.56E+11,11/5/1995,Shqipëri,0,0,23:21.0,23:21.0,NULL
1980,Shprese Jones,shprese.jones1980@protonmail.com,3.56E+11,11/14/2000,Shqipëri,1,0,23:21.0,23:21.0,NULL
1981,Tringa Leka,tleka1981@yahoo.com,39331545015,12/18/2007,Italy,1,1,23:21.0,23:21.0,NULL
1982,Ylber Leka,ylber_leka2026@aol.com,3.56E+11,5/12/2005,Shqipëri,1,1,23:21.0,23:21.0,NULL
1983,Jon Miller,jon983@yahoo.com,3.83E+11,8/28/1971,Kosove,1,1,23:21.0,23:21.0,NULL
1984,Jeta Rexha,jeta.rexha1984@icloud.com,41760075587,2/14/2003,Switzerland,1,3,23:21.0,23:21.0,NULL
1985,Nora Leka,nleka1985@hotmail.com,49153738943,9/2/1990,Germany,0,1,23:21.0,23:21.0,NULL
1986,Sabri Hernandez,sabri_hernandez2026@aol.com,49158663010,12/7/1981,Germany,0,0,23:21.0,23:21.0,NULL
1987,Granit Sahiti,granit987@live.com,41769423299,6/24/1997,Switzerland,1,0,23:21.0,23:21.0,NULL
1988,Elton Sahiti,elton.sahiti1988@aol.com,12011539481,5/27/1975,USA,0,0,23:21.0,23:21.0,NULL
1989,Blerina Moore,bmoore1989@live.com,3368838187,11/6/1977,France,0,1,23:21.0,23:21.0,NULL
1990,Sabri Hoti,sabri_hoti2026@yahoo.com,3.56E+11,1/26/1966,Shqipëri,1,1,23:21.0,23:21.0,NULL
1991,Elton Hoti,elton991@aol.com,3.56E+11,10/2/1973,Shqipëri,0,0,23:21.0,23:21.0,NULL
1992,Petrit Gjoka,petrit.gjoka1992@aol.com,3167759144,7/24/1974,Netherlands,0,0,23:21.0,23:21.0,NULL
1993,Nderim Davis,ndavis1993@hotmail.com,3.56E+11,1/9/1988,Shqipëri,1,0,23:21.0,23:21.0,NULL
1994,Trim Johnson,trim_johnson2026@hotmail.com,12012761373,9/24/1998,USA,1,0,23:21.0,23:21.0,NULL
1995,Jeton Kastrati,jeton995@protonmail.com,3363035570,3/25/2008,France,1,2,23:21.0,23:21.0,NULL
1996,Uran Johnson,uran.johnson1996@hotmail.com,49159973355,3/16/1975,Germany,1,1,23:21.0,23:21.0,NULL
1997,Zana Martin,zmartin1997@hotmail.com,3.56E+11,11/2/1997,Shqipëri,1,0,23:21.0,23:21.0,NULL
1998,Yll Anderson,yll_anderson2026@live.com,3168629073,3/29/1993,Netherlands,0,3,23:21.0,23:21.0,NULL
1999,Blerim Leka,blerim999@protonmail.com,39331951261,12/7/1977,Italy,1,1,23:21.0,23:21.0,NULL
2000,Trim Lopez,trim.lopez2000@aol.com,3367369666,8/17/2004,France,1,1,23:21.0,23:21.0,NULL
2001,Leotrim Kastrati,lkastrati2001@hotmail.com,3469375017,2/1/1971,Spain,1,0,23:21.0,23:21.0,NULL
2002,Ilir Hyseni,ilir_hyseni2026@aol.com,3.56E+11,6/8/1999,Shqipëri,1,0,23:21.0,23:21.0,NULL
2003,Jeton Gjoka,jeton3@icloud.com,3168647961,2/4/1965,Netherlands,1,0,23:21.0,23:21.0,NULL
2004,Jon Miller,jon.miller2004@gmail.com,49158092431,9/28/1993,Germany,1,3,23:21.0,23:21.0,NULL
2005,Olti Gashi,ogashi2005@gmail.com,44797329957,3/7/2000,UK,0,1,23:21.0,23:21.0,NULL
2006,Indrit Martin,indrit_martin2026@outlook.com,12013309420,9/7/1964,USA,0,0,23:21.0,23:21.0,NULL
2007,Agim Gashi,agim7@gmail.com,39338376363,10/21/1965,Italy,0,0,23:21.0,23:21.0,NULL
2008,Leotrim Davis,leotrim.davis2008@aol.com,39334443989,7/20/1973,Italy,1,1,23:21.0,23:21.0,NULL
2009,Migjen Hernandez,mhernandez2009@gmail.com,3161504763,11/15/1963,Netherlands,1,0,23:21.0,23:21.0,NULL
2010,Luan Wilson,luan_wilson2026@icloud.com,12010706832,1/5/1973,USA,1,1,23:21.0,23:21.0,NULL
2011,Hysni Jones,hysni11@outlook.com,3.83E+11,9/9/1989,Kosove,1,0,23:21.0,23:21.0,NULL
2012,Drilon Williams,drilon.williams2012@outlook.com,3362452771,5/13/1985,France,1,0,23:21.0,23:21.0,NULL
2013,Zef Krasniqi,zkrasniqi2013@yahoo.com,3169839081,8/22/1974,Netherlands,1,0,23:21.0,23:21.0,NULL
2014,Migjen Davis,migjen_davis2026@yahoo.com,39337889556,1/2/1998,Italy,1,0,23:21.0,23:21.0,NULL
2015,Besnik Pajaziti,besnik15@outlook.com,3167289168,11/4/2006,Netherlands,1,0,23:21.0,23:21.0,NULL
2016,Granit Johnson,granit.johnson2016@aol.com,3461416092,11/10/2008,Spain,0,0,23:21.0,23:21.0,NULL
2017,Agim Anderson,aanderson2017@yahoo.com,49155646546,9/11/1971,Germany,0,0,23:21.0,23:21.0,NULL
2018,Yll Lopez,yll_lopez2026@live.com,3461143697,5/5/2007,Spain,1,0,23:21.0,23:21.0,NULL
2019,Ilir Lopez,ilir19@protonmail.com,41762411337,7/18/1993,Switzerland,1,0,23:21.0,23:21.0,NULL
2020,Mergim Maliqi,mergim.maliqi2020@live.com,3.83E+11,9/28/1979,Kosove,1,1,23:21.1,23:21.1,NULL
2021,Urim Gashi,ugashi2021@icloud.com,39336488187,8/13/1965,Italy,1,3,23:21.1,23:21.1,NULL
2022,Krenar Rodriguez,krenar_rodriguez2026@live.com,44795517789,12/4/1986,UK,1,0,23:21.1,23:21.1,NULL
2023,Teuta Garcia,teuta23@live.com,3462865551,11/29/1975,Spain,1,0,23:21.1,23:21.1,NULL
2024,Valon Mustafa,valon.mustafa2024@live.com,3168327345,1/3/2007,Netherlands,1,0,23:21.1,23:21.1,NULL
2025,Qendrim Rama,qrama2025@gmail.com,3163544242,10/30/1964,Netherlands,1,4,23:21.1,23:21.1,NULL
2026,Ibrahim Basha,ibrahim_basha2026@outlook.com,3.83E+11,6/26/1996,Kosove,1,0,23:21.1,23:21.1,NULL
2027,Qendrim Williams,qendrim27@protonmail.com,12014526612,12/21/1999,USA,1,0,23:21.1,23:21.1,NULL
2028,Kushtrim Jackson,kushtrim.jackson2028@protonmail.com,3.83E+11,5/11/1975,Kosove,0,0,23:21.1,23:21.1,NULL
2029,Valon Smith,vsmith2029@outlook.com,39339532638,5/4/1975,Italy,1,1,23:21.1,23:21.1,NULL
2030,Pajtim Brown,pajtim_brown2026@icloud.com,39334610143,1/19/1999,Italy,1,0,23:21.1,23:21.1,NULL
2031,Kushtrim Maliqi,kushtrim31@yahoo.com,39333614551,12/4/1999,Italy,1,0,23:21.1,23:21.1,NULL
2032,Orges Moore,orges.moore2032@live.com,3.56E+11,4/26/1989,Shqipëri,1,0,23:21.1,23:21.1,NULL
2033,Fitim Leka,fleka2033@gmail.com,3363824331,1/9/1992,France,0,0,23:21.1,23:21.1,NULL
2034,Hekuran Morina,hekuran_morina2026@gmail.com,39334431533,9/19/1983,Italy,1,0,23:21.1,23:21.1,NULL
2035,Mergim Hoxha,mergim35@outlook.com,3161633366,11/10/1990,Netherlands,1,0,23:21.1,23:21.1,NULL
2036,Jon Kuka,jon.kuka2036@icloud.com,12014868679,10/13/1982,USA,0,0,23:21.1,23:21.1,NULL
2037,Mergim Dedaj,mdedaj2037@protonmail.com,3.56E+11,2/7/1978,Shqipëri,1,0,23:21.1,23:21.1,NULL
2038,Nora Gonzalez,nora_gonzalez2026@yahoo.com,3362087712,11/28/1991,France,1,0,23:21.1,23:21.1,NULL
2039,Indrit Jones,indrit39@aol.com,41760423414,5/10/1965,Switzerland,1,0,23:21.1,23:21.1,NULL
2040,Krenar Kryeziu,krenar.kryeziu2040@hotmail.com,39332377787,6/30/1967,Italy,1,0,23:21.1,23:21.1,NULL
2041,Orges Hoxha,ohoxha2041@outlook.com,3464142473,8/27/1996,Spain,0,0,23:21.1,23:21.1,NULL
2042,Naim Rama,naim_rama2026@protonmail.com,3162935651,6/13/1972,Netherlands,1,0,23:21.1,23:21.1,NULL
2043,Valmir Williams,valmir43@protonmail.com,12016985237,10/2/1969,USA,1,0,23:21.1,23:21.1,NULL
2044,Altin Thaçi,altin.thaçi2044@hotmail.com,3161739434,12/11/1981,Netherlands,1,2,23:21.1,23:21.1,NULL
2045,Fitim Rama,frama2045@hotmail.com,3166163186,7/23/2001,Netherlands,1,0,23:21.1,23:21.1,NULL
2046,Mergim Hernandez,mergim_hernandez2026@yahoo.com,39335549814,10/2/1995,Italy,0,1,23:21.1,23:21.1,NULL
2047,Agim Maloku,agim47@hotmail.com,12012433019,9/26/1973,USA,0,1,23:21.1,23:21.1,NULL
2048,Sabri Hoti,sabri.hoti2048@gmail.com,49155446720,6/30/1970,Germany,1,0,23:21.1,23:21.1,NULL
2049,Jeton Martin,jmartin2049@live.com,12016695053,6/21/2006,USA,0,1,23:21.1,23:21.1,NULL
2050,Vjosa Shala,vjosa_shala2026@protonmail.com,12011594966,3/12/1986,USA,1,0,23:21.1,23:21.1,NULL
2051,Mimoza Kadriu,mimoza51@icloud.com,3166397191,4/10/1996,Netherlands,1,0,23:21.1,23:21.1,NULL
2052,Krenar Maliqi,krenar.maliqi2052@outlook.com,3468277936,6/21/1980,Spain,0,1,23:21.1,23:21.1,NULL
2053,Ylli Gonzalez,ygonzalez2053@yahoo.com,41768416374,7/13/1973,Switzerland,0,0,23:21.1,23:21.1,NULL
2054,Leotrim Thomas,leotrim_thomas2026@icloud.com,3.56E+11,2/27/1963,Shqipëri,0,0,23:21.1,23:21.1,NULL
2055,Trim Gashi,trim55@outlook.com,3.56E+11,10/30/1967,Shqipëri,1,1,23:21.1,23:21.1,NULL
2056,Valmir Kryeziu,valmir.kryeziu2056@gmail.com,3.83E+11,9/16/1986,Kosove,1,4,23:21.1,23:21.1,NULL
2057,Blerina Hyseni,bhyseni2057@icloud.com,3161213814,11/17/2005,Netherlands,1,0,23:21.1,23:21.1,NULL
2058,Petrit Lopez,petrit_lopez2026@hotmail.com,3.56E+11,2/7/1965,Shqipëri,0,4,23:21.1,23:21.1,NULL
2059,Migjen Rodriguez,migjen59@yahoo.com,39338127073,11/28/1967,Italy,1,0,23:21.1,23:21.1,NULL
2060,Trim Smith,trim.smith2060@hotmail.com,3461776113,2/13/1990,Spain,1,0,23:21.1,23:21.1,NULL
2061,Olti Thomas,othomas2061@outlook.com,44790803093,12/15/2001,UK,1,2,23:21.1,23:21.1,NULL
2062,Ibrahim Pllana,ibrahim_pllana2026@hotmail.com,3465872725,4/13/1990,Spain,1,0,23:21.1,23:21.1,NULL
2063,Gent Johnson,gent63@outlook.com,3.56E+11,4/6/1983,Shqipëri,1,0,23:21.1,23:21.1,NULL
2064,Xhemail Hernandez,xhemail.hernandez2064@outlook.com,3367536052,3/26/1974,France,0,0,23:21.1,23:21.1,NULL
2065,Hana Brown,hbrown2065@gmail.com,44791498659,11/16/1977,UK,1,2,23:21.1,23:21.1,NULL
2066,Hysni Lopez,hysni_lopez2026@hotmail.com,3.83E+11,10/29/2003,Kosove,0,0,23:21.1,23:21.1,NULL
