blacklist_id,type,value,reason,created_at
1759,USER,nderim_sahiti2026@aol.com,Suspicious activity detected for user nderim_sahiti2026@aol.com,2024-07-14 18:43:33.060
1760,MERCHANT,Merchant_60241815_2173,Suspicious transactions detected for merchant Merchant_60241815_2173,2024-11-28 11:31:33.060
1761,IP,50.221.79.15,IP address flagged for suspicious activity: 50.221.79.15,2024-11-25 12:05:33.067
1762,IP,80.113.211.108,IP address flagged for suspicious activity: 80.113.211.108,2024-05-04 18:26:33.070
1763,IP,79.132.115.247,IP address flagged for suspicious activity: 79.132.115.247,2025-11-05 13:24:33.077
1764,IP,205.102.79.37,IP address flagged for suspicious activity: 205.102.79.37,2025-02-07 22:43:33.083
1765,USER,tringa_thaçi2026@outlook.com,Suspicious activity detected for user tringa_thaçi2026@outlook.com,2024-09-27 22:43:33.087
1766,IP,207.22.119.113,IP address flagged for suspicious activity: 207.22.119.113,2024-07-05 06:47:33.090
1767,MERCHANT,Merchant_1519461018_3664,Suspicious transactions detected for merchant Merchant_1519461018_3664,2024-04-06 13:36:33.093
1768,IP,241.230.223.89,IP address flagged for suspicious activity: 241.230.223.89,2024-11-15 11:33:33.100
1769,USER,rigon75@hotmail.com,Suspicious activity detected for user rigon75@hotmail.com,2025-06-04 21:14:33.103
1770,MERCHANT,Merchant_1449673926_913,Suspicious transactions detected for merchant Merchant_1449673926_913,2025-12-07 15:30:33.107
1771,MERCHANT,Merchant_143871275_4502,Suspicious transactions detected for merchant Merchant_143871275_4502,2024-09-19 05:19:33.110
1772,USER,adriatik.dedaj3844@protonmail.com,Suspicious activity detected for user adriatik.dedaj3844@protonmail.com,2024-12-11 21:28:33.120
1773,MERCHANT,Merchant_1714462875_4882,Suspicious transactions detected for merchant Merchant_1714462875_4882,2024-03-10 02:03:33.123
1774,MERCHANT,Merchant_1930840825_755,Suspicious transactions detected for merchant Merchant_1930840825_755,2025-12-07 18:12:33.133
1775,MERCHANT,Merchant_1583526998_2851,Suspicious transactions detected for merchant Merchant_1583526998_2851,2024-11-11 02:25:33.137
1776,USER,kushtrim_hoxha2026@protonmail.com,Suspicious activity detected for user kushtrim_hoxha2026@protonmail.com,2025-08-24 00:55:33.143
1777,IP,254.82.123.16,IP address flagged for suspicious activity: 254.82.123.16,2025-10-08 06:31:33.150
1778,MERCHANT,Merchant_346297355_4290,Suspicious transactions detected for merchant Merchant_346297355_4290,2025-09-09 01:05:33.153
1779,USER,blerim_bytyqi2026@protonmail.com,Suspicious activity detected for user blerim_bytyqi2026@protonmail.com,2024-04-14 03:33:33.157
1780,MERCHANT,Merchant_1710649807_1606,Suspicious transactions detected for merchant Merchant_1710649807_1606,2025-07-30 23:11:33.160
1781,USER,tringa_taylor2026@live.com,Suspicious activity detected for user tringa_taylor2026@live.com,2024-12-14 17:31:33.167
1782,USER,migjen579@protonmail.com,Suspicious activity detected for user migjen579@protonmail.com,2024-11-27 07:26:33.173
1783,MERCHANT,Merchant_991958574_2312,Suspicious transactions detected for merchant Merchant_991958574_2312,2024-03-04 13:13:33.173
1784,USER,nderim939@outlook.com,Suspicious activity detected for user nderim939@outlook.com,2024-06-30 00:01:33.180
1785,IP,39.99.137.155,IP address flagged for suspicious activity: 39.99.137.155,2026-01-11 08:42:33.187
1786,MERCHANT,Merchant_868868510_1080,Suspicious transactions detected for merchant Merchant_868868510_1080,2026-01-21 20:21:33.190
1787,USER,genta851@icloud.com,Suspicious activity detected for user genta851@icloud.com,2024-03-25 07:53:33.197
1788,MERCHANT,Merchant_708097833_411,Suspicious transactions detected for merchant Merchant_708097833_411,2025-03-07 06:52:33.200
1789,IP,98.239.48.249,IP address flagged for suspicious activity: 98.239.48.249,2024-05-24 22:54:33.207
1790,IP,194.103.254.127,IP address flagged for suspicious activity: 194.103.254.127,2025-10-25 10:48:33.210
1791,USER,flamur495@yahoo.com,Suspicious activity detected for user flamur495@yahoo.com,2024-07-26 14:34:33.220
1792,USER,jeta.rexha2940@protonmail.com,Suspicious activity detected for user jeta.rexha2940@protonmail.com,2025-03-11 04:09:33.223
1793,USER,hysni.gonzalez1116@protonmail.com,Suspicious activity detected for user hysni.gonzalez1116@protonmail.com,2024-08-31 00:51:33.227
1794,IP,177.65.182.141,IP address flagged for suspicious activity: 177.65.182.141,2025-03-02 18:09:33.233
1795,MERCHANT,Merchant_171624276_33,Suspicious transactions detected for merchant Merchant_171624276_33,2025-09-30 22:34:33.237
1796,MERCHANT,Merchant_503237898_1215,Suspicious transactions detected for merchant Merchant_503237898_1215,2024-05-02 00:28:33.240
1797,IP,184.204.48.105,IP address flagged for suspicious activity: 184.204.48.105,2024-06-12 05:20:33.243
1798,IP,168.247.92.117,IP address flagged for suspicious activity: 168.247.92.117,2025-04-22 21:27:33.253
1799,IP,156.61.175.168,IP address flagged for suspicious activity: 156.61.175.168,2024-10-29 07:07:33.257
1800,IP,178.135.126.236,IP address flagged for suspicious activity: 178.135.126.236,2025-09-26 13:27:33.263
1801,USER,zana695@aol.com,Suspicious activity detected for user zana695@aol.com,2025-10-11 00:10:33.270
1802,IP,147.199.239.104,IP address flagged for suspicious activity: 147.199.239.104,2025-01-21 07:50:33.273
1803,USER,rina739@aol.com,Suspicious activity detected for user rina739@aol.com,2025-03-29 18:05:33.280
1804,USER,njackson2337@outlook.com,Suspicious activity detected for user njackson2337@outlook.com,2025-05-03 20:35:33.283
1805,MERCHANT,Merchant_525128032_2994,Suspicious transactions detected for merchant Merchant_525128032_2994,2024-10-02 21:37:33.287
1806,MERCHANT,Merchant_216675279_137,Suspicious transactions detected for merchant Merchant_216675279_137,2025-09-15 08:47:33.290
1807,USER,gent_basha2026@yahoo.com,Suspicious activity detected for user gent_basha2026@yahoo.com,2026-01-29 04:18:33.293
1808,IP,165.60.3.56,IP address flagged for suspicious activity: 165.60.3.56,2025-10-28 08:44:33.300
1809,MERCHANT,Merchant_1802054448_4846,Suspicious transactions detected for merchant Merchant_1802054448_4846,2024-11-24 16:49:33.300
1810,USER,zana431@yahoo.com,Suspicious activity detected for user zana431@yahoo.com,2024-12-05 14:04:33.310
1811,MERCHANT,Merchant_2108722742_4767,Suspicious transactions detected for merchant Merchant_2108722742_4767,2024-10-13 22:37:33.310
1812,USER,adriatik891@hotmail.com,Suspicious activity detected for user adriatik891@hotmail.com,2024-07-31 13:54:33.317
1813,MERCHANT,Merchant_450155710_2228,Suspicious transactions detected for merchant Merchant_450155710_2228,2025-09-02 03:46:33.320
1814,IP,193.137.54.75,IP address flagged for suspicious activity: 193.137.54.75,2025-01-31 18:27:33.323
1815,MERCHANT,Merchant_1157287960_4640,Suspicious transactions detected for merchant Merchant_1157287960_4640,2025-10-20 00:16:33.327
1816,IP,34.251.204.49,IP address flagged for suspicious activity: 34.251.204.49,2025-03-16 02:17:33.333
1817,IP,8.46.114.240,IP address flagged for suspicious activity: 8.46.114.240,2025-08-01 21:16:33.340
1818,MERCHANT,Merchant_1027292777_884,Suspicious transactions detected for merchant Merchant_1027292777_884,2025-05-17 21:16:33.340
1819,IP,193.22.199.140,IP address flagged for suspicious activity: 193.22.199.140,2025-12-05 05:21:33.350
1820,IP,40.150.90.95,IP address flagged for suspicious activity: 40.150.90.95,2025-02-21 04:17:33.357
1821,MERCHANT,Merchant_1657321988_1538,Suspicious transactions detected for merchant Merchant_1657321988_1538,2024-03-01 19:31:33.360
1822,IP,25.111.18.99,IP address flagged for suspicious activity: 25.111.18.99,2026-01-26 18:23:33.367
1823,IP,176.84.128.0,IP address flagged for suspicious activity: 176.84.128.0,2025-11-17 13:23:33.373
1824,IP,161.133.220.148,IP address flagged for suspicious activity: 161.133.220.148,2026-01-14 04:10:33.380
1825,IP,31.224.159.131,IP address flagged for suspicious activity: 31.224.159.131,2025-07-19 18:02:33.387
1826,MERCHANT,Merchant_1733222365_397,Suspicious transactions detected for merchant Merchant_1733222365_397,2024-08-14 16:14:33.390
1827,IP,94.178.185.186,IP address flagged for suspicious activity: 94.178.185.186,2025-05-26 15:46:33.397
1828,IP,71.42.123.95,IP address flagged for suspicious activity: 71.42.123.95,2024-06-11 00:01:33.400
1829,MERCHANT,Merchant_1350802496_4215,Suspicious transactions detected for merchant Merchant_1350802496_4215,2025-10-13 17:11:33.403
1830,USER,flamur999@icloud.com,Suspicious activity detected for user flamur999@icloud.com,2025-08-16 05:41:33.410
1831,IP,114.181.97.52,IP address flagged for suspicious activity: 114.181.97.52,2025-03-30 05:05:33.417
1832,IP,121.198.45.67,IP address flagged for suspicious activity: 121.198.45.67,2025-07-11 02:38:33.423
1833,MERCHANT,Merchant_668035835_485,Suspicious transactions detected for merchant Merchant_668035835_485,2025-06-01 06:18:33.427
1834,USER,nora511@aol.com,Suspicious activity detected for user nora511@aol.com,2024-07-24 05:58:33.430
1835,USER,migjen_lopez2026@hotmail.com,Suspicious activity detected for user migjen_lopez2026@hotmail.com,2024-12-03 22:45:33.437
1836,MERCHANT,Merchant_1866564257_202,Suspicious transactions detected for merchant Merchant_1866564257_202,2024-06-21 08:06:33.440
1837,USER,tthaçi6753@hotmail.com,Suspicious activity detected for user tthaçi6753@hotmail.com,2024-08-08 00:58:33.443
1838,MERCHANT,Merchant_312839643_166,Suspicious transactions detected for merchant Merchant_312839643_166,2024-11-02 14:19:33.447
1839,IP,34.97.247.189,IP address flagged for suspicious activity: 34.97.247.189,2025-12-08 10:43:33.450
1840,MERCHANT,Merchant_5550315_1391,Suspicious transactions detected for merchant Merchant_5550315_1391,2025-02-12 12:15:33.453
1841,USER,olti.thomas1104@icloud.com,Suspicious activity detected for user olti.thomas1104@icloud.com,2025-03-02 18:05:33.460
1842,USER,krenar.kadriu2480@hotmail.com,Suspicious activity detected for user krenar.kadriu2480@hotmail.com,2024-06-20 16:02:33.463
1843,IP,12.98.52.22,IP address flagged for suspicious activity: 12.98.52.22,2025-06-23 10:16:33.470
1844,USER,adriatik451@icloud.com,Suspicious activity detected for user adriatik451@icloud.com,2024-03-26 17:16:33.473
1845,MERCHANT,Merchant_482958272_1974,Suspicious transactions detected for merchant Merchant_482958272_1974,2024-04-28 10:10:33.477
1846,USER,migjen_brown2026@icloud.com,Suspicious activity detected for user migjen_brown2026@icloud.com,2024-07-04 22:33:33.480
1847,USER,hana_maliqi2026@gmail.com,Suspicious activity detected for user hana_maliqi2026@gmail.com,2024-11-19 22:13:33.483
1848,IP,112.33.14.248,IP address flagged for suspicious activity: 112.33.14.248,2024-08-22 08:45:33.490
1849,IP,176.84.128.0,IP address flagged for suspicious activity: 176.84.128.0,2024-08-15 20:00:33.493
1850,IP,216.72.138.96,IP address flagged for suspicious activity: 216.72.138.96,2025-02-06 10:41:33.500
1851,USER,donika323@hotmail.com,Suspicious activity detected for user donika323@hotmail.com,2025-06-15 17:25:33.503
1852,USER,rina_garcia2026@outlook.com,Suspicious activity detected for user rina_garcia2026@outlook.com,2025-08-21 17:16:33.507
1853,USER,shprese155@gmail.com,Suspicious activity detected for user shprese155@gmail.com,2025-06-02 16:22:33.510
1854,IP,219.147.96.245,IP address flagged for suspicious activity: 219.147.96.245,2024-05-20 04:43:33.513
1855,USER,mergim_johnson2026@aol.com,Suspicious activity detected for user mergim_johnson2026@aol.com,2025-02-01 20:58:33.520
1856,IP,32.214.23.194,IP address flagged for suspicious activity: 32.214.23.194,2025-09-16 08:17:33.523
1857,IP,117.187.78.226,IP address flagged for suspicious activity: 117.187.78.226,2024-09-29 05:26:33.530
1858,MERCHANT,Merchant_1156467013_1601,Suspicious transactions detected for merchant Merchant_1156467013_1601,2024-09-12 23:54:33.530
1859,USER,arta_lopez2026@live.com,Suspicious activity detected for user arta_lopez2026@live.com,2024-06-29 02:32:33.537
1860,IP,138.26.231.139,IP address flagged for suspicious activity: 138.26.231.139,2025-02-25 19:13:33.540
1861,USER,nderim.davis3360@aol.com,Suspicious activity detected for user nderim.davis3360@aol.com,2025-12-23 15:49:33.543
1862,IP,219.50.72.98,IP address flagged for suspicious activity: 219.50.72.98,2025-06-25 02:52:33.550
1863,MERCHANT,Merchant_2114986734_2456,Suspicious transactions detected for merchant Merchant_2114986734_2456,2025-11-01 06:19:33.550
1864,MERCHANT,Merchant_512848744_1414,Suspicious transactions detected for merchant Merchant_512848744_1414,2024-06-24 02:28:33.553
1865,USER,flamur663@aol.com,Suspicious activity detected for user flamur663@aol.com,2024-06-01 09:35:33.557
1866,USER,hana.rrahmani9092@yahoo.com,Suspicious activity detected for user hana.rrahmani9092@yahoo.com,2024-03-24 09:42:33.560
1867,IP,211.192.160.141,IP address flagged for suspicious activity: 211.192.160.141,2024-06-03 13:14:33.567
1868,IP,146.122.45.154,IP address flagged for suspicious activity: 146.122.45.154,2025-04-02 03:02:33.570
1869,IP,132.157.117.144,IP address flagged for suspicious activity: 132.157.117.144,2024-08-16 03:39:33.577
1870,IP,54.91.118.114,IP address flagged for suspicious activity: 54.91.118.114,2024-06-13 09:24:33.580
1871,IP,227.146.235.126,IP address flagged for suspicious activity: 227.146.235.126,2024-11-25 20:02:33.583
1872,IP,120.49.9.16,IP address flagged for suspicious activity: 120.49.9.16,2025-09-22 13:49:33.590
1873,USER,zana.beka6824@yahoo.com,Suspicious activity detected for user zana.beka6824@yahoo.com,2025-03-31 16:56:33.593
1874,USER,altin_rrahmani2026@gmail.com,Suspicious activity detected for user altin_rrahmani2026@gmail.com,2024-12-11 04:00:33.597
1875,IP,106.166.241.210,IP address flagged for suspicious activity: 106.166.241.210,2025-09-28 20:57:33.600
1876,IP,140.184.204.252,IP address flagged for suspicious activity: 140.184.204.252,2024-07-02 11:08:33.607
1877,MERCHANT,Merchant_2044051377_3028,Suspicious transactions detected for merchant Merchant_2044051377_3028,2024-08-21 01:01:33.607
1878,USER,sabri.williams3432@aol.com,Suspicious activity detected for user sabri.williams3432@aol.com,2024-09-11 12:26:33.610
1879,IP,163.212.159.24,IP address flagged for suspicious activity: 163.212.159.24,2024-04-19 15:34:33.617
1880,IP,120.108.135.5,IP address flagged for suspicious activity: 120.108.135.5,2025-07-28 18:07:33.620
1881,USER,urim847@aol.com,Suspicious activity detected for user urim847@aol.com,2025-07-07 03:44:33.627
1882,USER,jeton.shala3908@hotmail.com,Suspicious activity detected for user jeton.shala3908@hotmail.com,2025-04-29 05:05:33.630
1883,MERCHANT,Merchant_116619212_2037,Suspicious transactions detected for merchant Merchant_116619212_2037,2025-09-08 18:08:33.633
1884,IP,25.103.114.4,IP address flagged for suspicious activity: 25.103.114.4,2025-06-10 14:10:33.640
1885,IP,31.70.201.118,IP address flagged for suspicious activity: 31.70.201.118,2024-11-01 06:24:33.643
1886,IP,176.67.98.17,IP address flagged for suspicious activity: 176.67.98.17,2025-02-23 17:52:33.647
1887,USER,orges_dedaj2026@outlook.com,Suspicious activity detected for user orges_dedaj2026@outlook.com,2025-11-26 06:25:33.657
1888,USER,trim_thomas2026@outlook.com,Suspicious activity detected for user trim_thomas2026@outlook.com,2024-12-21 17:02:33.663
1889,USER,shkumbin683@yahoo.com,Suspicious activity detected for user shkumbin683@yahoo.com,2024-12-01 00:51:33.667
1890,MERCHANT,Merchant_776497587_2942,Suspicious transactions detected for merchant Merchant_776497587_2942,2024-08-05 22:03:33.670
1891,MERCHANT,Merchant_1069915705_2873,Suspicious transactions detected for merchant Merchant_1069915705_2873,2024-12-14 10:43:33.670
1892,IP,145.112.49.103,IP address flagged for suspicious activity: 145.112.49.103,2026-01-10 15:10:33.677
1893,IP,124.167.237.251,IP address flagged for suspicious activity: 124.167.237.251,2026-01-29 04:05:33.680
1894,MERCHANT,Merchant_1411189173_4547,Suspicious transactions detected for merchant Merchant_1411189173_4547,2024-11-09 14:19:33.683
1895,USER,kushtrim723@gmail.com,Suspicious activity detected for user kushtrim723@gmail.com,2024-03-17 17:37:33.687
1896,USER,agim251@gmail.com,Suspicious activity detected for user agim251@gmail.com,2025-02-10 22:39:33.690
1897,IP,133.67.223.85,IP address flagged for suspicious activity: 133.67.223.85,2025-09-30 00:38:33.697
1898,MERCHANT,Merchant_309639051_2588,Suspicious transactions detected for merchant Merchant_309639051_2588,2025-07-09 17:07:33.697
1899,IP,191.24.198.233,IP address flagged for suspicious activity: 191.24.198.233,2025-05-19 06:10:33.700
1900,USER,krenar_pajaziti2026@live.com,Suspicious activity detected for user krenar_pajaziti2026@live.com,2025-03-20 09:16:33.707
1901,IP,28.2.109.218,IP address flagged for suspicious activity: 28.2.109.218,2024-09-13 03:52:33.710
1902,IP,188.56.121.250,IP address flagged for suspicious activity: 188.56.121.250,2025-08-14 04:45:33.713
1903,IP,89.202.6.164,IP address flagged for suspicious activity: 89.202.6.164,2024-06-15 00:12:33.720
1904,USER,trim.rrahmani824@gmail.com,Suspicious activity detected for user trim.rrahmani824@gmail.com,2025-10-30 13:51:33.723
1905,USER,mimoza_gjoka2026@icloud.com,Suspicious activity detected for user mimoza_gjoka2026@icloud.com,2024-10-09 08:54:33.727
1906,MERCHANT,Merchant_1376023890_1981,Suspicious transactions detected for merchant Merchant_1376023890_1981,2025-02-05 04:44:33.730
1907,IP,124.174.79.157,IP address flagged for suspicious activity: 124.174.79.157,2024-12-16 04:55:33.733
1908,USER,kanderson8173@outlook.com,Suspicious activity detected for user kanderson8173@outlook.com,2026-01-28 01:11:33.737
1909,IP,171.145.130.157,IP address flagged for suspicious activity: 171.145.130.157,2025-11-18 05:25:33.743
1910,MERCHANT,Merchant_1275943623_3551,Suspicious transactions detected for merchant Merchant_1275943623_3551,2024-07-24 10:37:33.743
1911,MERCHANT,Merchant_1154687409_4381,Suspicious transactions detected for merchant Merchant_1154687409_4381,2024-03-09 18:50:33.747
1912,USER,orges.leka160@hotmail.com,Suspicious activity detected for user orges.leka160@hotmail.com,2025-05-24 19:21:33.750
1913,IP,134.52.110.30,IP address flagged for suspicious activity: 134.52.110.30,2026-01-03 07:28:33.757
1914,MERCHANT,Merchant_592878630_852,Suspicious transactions detected for merchant Merchant_592878630_852,2025-12-10 02:26:33.760
1915,IP,203.117.199.243,IP address flagged for suspicious activity: 203.117.199.243,2024-08-06 13:32:33.763
1916,IP,251.90.66.22,IP address flagged for suspicious activity: 251.90.66.22,2024-07-25 08:44:33.767
1917,USER,qendrim.kastrati1236@live.com,Suspicious activity detected for user qendrim.kastrati1236@live.com,2024-12-31 17:42:33.770
1918,USER,trim_mehmeti2026@live.com,Suspicious activity detected for user trim_mehmeti2026@live.com,2025-04-17 23:34:33.773
1919,MERCHANT,Merchant_1883400907_1662,Suspicious transactions detected for merchant Merchant_1883400907_1662,2024-02-25 09:02:33.777
1920,IP,183.49.190.191,IP address flagged for suspicious activity: 183.49.190.191,2024-12-27 02:14:33.780
1921,USER,jon.kamberi7820@aol.com,Suspicious activity detected for user jon.kamberi7820@aol.com,2025-10-06 04:28:33.787
1922,MERCHANT,Merchant_510141047_2715,Suspicious transactions detected for merchant Merchant_510141047_2715,2025-08-30 13:31:33.787
1923,USER,blerina919@live.com,Suspicious activity detected for user blerina919@live.com,2025-05-18 03:49:33.790
1924,USER,arta559@icloud.com,Suspicious activity detected for user arta559@icloud.com,2024-02-24 13:39:33.793
1925,MERCHANT,Merchant_1805732469_2062,Suspicious transactions detected for merchant Merchant_1805732469_2062,2025-05-10 20:31:33.797
1926,MERCHANT,Merchant_872540945_2865,Suspicious transactions detected for merchant Merchant_872540945_2865,2024-03-10 19:55:33.800
1927,USER,nora727@gmail.com,Suspicious activity detected for user nora727@gmail.com,2024-10-03 10:49:33.803
1928,IP,228.248.29.175,IP address flagged for suspicious activity: 228.248.29.175,2026-01-10 05:13:33.807
1929,IP,106.43.178.244,IP address flagged for suspicious activity: 106.43.178.244,2024-10-07 15:30:33.810
1930,MERCHANT,Merchant_1294222426_783,Suspicious transactions detected for merchant Merchant_1294222426_783,2024-12-23 23:55:33.813
1931,USER,jmartin3113@gmail.com,Suspicious activity detected for user jmartin3113@gmail.com,2025-06-05 11:37:33.817
1932,USER,edona759@gmail.com,Suspicious activity detected for user edona759@gmail.com,2025-07-25 02:11:33.823
1933,USER,genta575@outlook.com,Suspicious activity detected for user genta575@outlook.com,2024-08-28 16:13:33.827
1934,USER,trim_kamberi2026@gmail.com,Suspicious activity detected for user trim_kamberi2026@gmail.com,2024-02-27 23:06:33.830
1935,IP,142.251.157.143,IP address flagged for suspicious activity: 142.251.157.143,2024-08-09 08:56:33.837
1936,MERCHANT,Merchant_301991830_1086,Suspicious transactions detected for merchant Merchant_301991830_1086,2025-09-06 10:58:33.840
1937,MERCHANT,Merchant_814162975_3802,Suspicious transactions detected for merchant Merchant_814162975_3802,2025-05-02 11:40:33.843
1938,MERCHANT,Merchant_1364759112_3169,Suspicious transactions detected for merchant Merchant_1364759112_3169,2025-08-01 09:20:33.843
1939,MERCHANT,Merchant_1336618414_3603,Suspicious transactions detected for merchant Merchant_1336618414_3603,2025-12-04 09:21:33.847
1940,MERCHANT,Merchant_1095942394_1195,Suspicious transactions detected for merchant Merchant_1095942394_1195,2024-05-21 07:26:33.850
1941,MERCHANT,Merchant_2073303169_3434,Suspicious transactions detected for merchant Merchant_2073303169_3434,2024-04-05 18:49:33.853
1942,IP,200.45.61.143,IP address flagged for suspicious activity: 200.45.61.143,2025-02-15 23:14:33.860
1943,IP,37.129.103.224,IP address flagged for suspicious activity: 37.129.103.224,2024-06-09 06:43:33.863
1944,MERCHANT,Merchant_936385460_2147,Suspicious transactions detected for merchant Merchant_936385460_2147,2025-12-02 18:36:33.867
1945,IP,113.103.97.192,IP address flagged for suspicious activity: 113.103.97.192,2024-04-24 01:18:33.873
1946,USER,blerim.jackson9120@outlook.com,Suspicious activity detected for user blerim.jackson9120@outlook.com,2024-12-17 21:05:33.877
1947,USER,edona.jackson9368@hotmail.com,Suspicious activity detected for user edona.jackson9368@hotmail.com,2025-01-15 09:24:33.880
1948,IP,15.111.40.191,IP address flagged for suspicious activity: 15.111.40.191,2024-02-17 07:20:33.890
1949,MERCHANT,Merchant_1783614638_4309,Suspicious transactions detected for merchant Merchant_1783614638_4309,2024-06-29 19:11:33.890
1950,IP,98.149.237.7,IP address flagged for suspicious activity: 98.149.237.7,2026-01-25 13:17:33.897
1951,MERCHANT,Merchant_530210050_760,Suspicious transactions detected for merchant Merchant_530210050_760,2025-10-31 14:28:33.900
1952,USER,ygonzalez977@yahoo.com,Suspicious activity detected for user ygonzalez977@yahoo.com,2025-03-11 12:34:33.910
1953,USER,luan111@hotmail.com,Suspicious activity detected for user luan111@hotmail.com,2024-09-21 23:26:33.920
1954,MERCHANT,Merchant_354490141_850,Suspicious transactions detected for merchant Merchant_354490141_850,2025-07-16 07:44:33.920
1955,MERCHANT,Merchant_2026527999_4917,Suspicious transactions detected for merchant Merchant_2026527999_4917,2024-07-18 12:15:33.927
1956,MERCHANT,Merchant_529478587_4044,Suspicious transactions detected for merchant Merchant_529478587_4044,2025-05-19 18:09:33.933
1957,USER,ygonzalez3993@hotmail.com,Suspicious activity detected for user ygonzalez3993@hotmail.com,2025-09-10 11:40:33.940
1958,MERCHANT,Merchant_1421520653_2230,Suspicious transactions detected for merchant Merchant_1421520653_2230,2025-12-03 22:43:33.943
1959,MERCHANT,Merchant_1418596417_343,Suspicious transactions detected for merchant Merchant_1418596417_343,2024-03-12 04:15:33.947
1960,MERCHANT,Merchant_1678119651_1638,Suspicious transactions detected for merchant Merchant_1678119651_1638,2025-03-03 16:12:33.950
1961,USER,vjosa.gjoka1128@aol.com,Suspicious activity detected for user vjosa.gjoka1128@aol.com,2024-03-26 14:34:33.953
1962,USER,arta707@yahoo.com,Suspicious activity detected for user arta707@yahoo.com,2024-06-08 04:05:33.960
1963,MERCHANT,Merchant_476303462_4125,Suspicious transactions detected for merchant Merchant_476303462_4125,2025-05-02 11:38:33.960
1964,IP,228.67.74.198,IP address flagged for suspicious activity: 228.67.74.198,2024-05-06 13:52:33.967
1965,IP,74.208.154.132,IP address flagged for suspicious activity: 74.208.154.132,2025-10-09 07:44:33.973
1966,MERCHANT,Merchant_1552848134_2299,Suspicious transactions detected for merchant Merchant_1552848134_2299,2025-08-10 07:13:33.977
1967,USER,qbrown6313@live.com,Suspicious activity detected for user qbrown6313@live.com,2025-11-27 17:10:33.980
1968,IP,45.178.169.51,IP address flagged for suspicious activity: 45.178.169.51,2024-10-09 15:33:33.987
1969,IP,2.66.132.168,IP address flagged for suspicious activity: 2.66.132.168,2024-12-11 06:07:33.993
1970,MERCHANT,Merchant_986625963_3354,Suspicious transactions detected for merchant Merchant_986625963_3354,2024-11-02 13:06:33.997
1971,MERCHANT,Merchant_162309161_3873,Suspicious transactions detected for merchant Merchant_162309161_3873,2025-08-17 09:30:34.000
1972,IP,234.190.195.46,IP address flagged for suspicious activity: 234.190.195.46,2024-07-03 17:25:34.010
1973,USER,trim863@yahoo.com,Suspicious activity detected for user trim863@yahoo.com,2024-02-26 02:08:34.017
1974,IP,13.117.11.128,IP address flagged for suspicious activity: 13.117.11.128,2025-10-13 21:05:34.023
1975,USER,fatos479@icloud.com,Suspicious activity detected for user fatos479@icloud.com,2026-01-27 06:15:34.030
1976,IP,224.139.130.16,IP address flagged for suspicious activity: 224.139.130.16,2024-12-03 20:31:34.033
1977,USER,blerina_martinez2026@live.com,Suspicious activity detected for user blerina_martinez2026@live.com,2025-07-10 09:59:34.040
1978,IP,10.13.158.169,IP address flagged for suspicious activity: 10.13.158.169,2024-03-21 08:15:34.050
1979,USER,mimoza_mehmeti2026@hotmail.com,Suspicious activity detected for user mimoza_mehmeti2026@hotmail.com,2025-08-17 04:04:34.053
1980,IP,103.10.22.112,IP address flagged for suspicious activity: 103.10.22.112,2025-07-06 14:03:34.060
1981,MERCHANT,Merchant_308118810_1004,Suspicious transactions detected for merchant Merchant_308118810_1004,2024-10-06 10:05:34.060
1982,MERCHANT,Merchant_1865870540_4103,Suspicious transactions detected for merchant Merchant_1865870540_4103,2024-12-19 13:19:34.063
1983,IP,204.251.182.26,IP address flagged for suspicious activity: 204.251.182.26,2024-10-07 00:45:34.070
1984,USER,jon.wilson9072@outlook.com,Suspicious activity detected for user jon.wilson9072@outlook.com,2025-10-18 01:09:34.073
1985,IP,21.233.168.51,IP address flagged for suspicious activity: 21.233.168.51,2025-08-18 05:00:34.080
1986,MERCHANT,Merchant_354490141_850,Suspicious transactions detected for merchant Merchant_354490141_850,2024-04-16 15:00:34.083
1987,IP,214.5.24.225,IP address flagged for suspicious activity: 214.5.24.225,2024-10-11 02:21:34.090
1988,MERCHANT,Merchant_1704719056_1472,Suspicious transactions detected for merchant Merchant_1704719056_1472,2025-10-21 06:11:34.090
1989,USER,pranvera_hernandez2026@yahoo.com,Suspicious activity detected for user pranvera_hernandez2026@yahoo.com,2024-05-25 19:18:34.097
1990,MERCHANT,Merchant_1902329617_4377,Suspicious transactions detected for merchant Merchant_1902329617_4377,2025-05-08 02:19:34.100
1991,MERCHANT,Merchant_1195797701_1137,Suspicious transactions detected for merchant Merchant_1195797701_1137,2025-08-08 07:33:34.100
1992,IP,119.134.7.145,IP address flagged for suspicious activity: 119.134.7.145,2024-02-22 07:16:34.107
1993,IP,202.58.62.127,IP address flagged for suspicious activity: 202.58.62.127,2025-05-14 19:17:34.110
1994,MERCHANT,Merchant_669855779_1487,Suspicious transactions detected for merchant Merchant_669855779_1487,2025-02-14 02:44:34.113
1995,USER,vmaloku7501@live.com,Suspicious activity detected for user vmaloku7501@live.com,2024-03-31 14:44:34.120
1996,MERCHANT,Merchant_65436588_2501,Suspicious transactions detected for merchant Merchant_65436588_2501,2025-01-09 08:47:34.120
1997,MERCHANT,Merchant_1810172635_4092,Suspicious transactions detected for merchant Merchant_1810172635_4092,2025-06-21 02:10:34.123
1998,MERCHANT,Merchant_1083806046_4603,Suspicious transactions detected for merchant Merchant_1083806046_4603,2024-10-08 23:08:34.127
