account_id,user_id,iban,balance,currency,account_type,status,created_at
15531,9634,AL09919088231674961874,48067.56,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.320
15532,6895,AL39644895736371901875,20157.43,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.323
15533,9986,AL31550629598435091876,45440.15,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.330
15534,1559,AL62404618949029631877,68721.98,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.337
15535,4880,AL80424527501438901878,81155.10,CHF,STANDARD,ACTIVE,2026-02-08 18:49:19.343
15536,366,AL57233742135598601879,33900.90,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.353
15537,5307,AL54368276233935301880,47858.55,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.363
15538,1618,AL24531419265964391881,40640.04,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.367
15539,7562,AL54462804965607871882,51153.39,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.373
15540,374,AL85823036228984471883,60887.58,CHF,STANDARD,ACTIVE,2026-02-08 18:49:19.380
15541,4373,AL00364834126715891884,26866.10,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.387
15542,774,AL13717296162112921885,56008.17,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.390
15543,198,AL86996776979490181886,82845.18,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.397
15544,8312,AL43155409826898721887,53288.09,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.400
15545,5620,AL77152009781411381888,70113.23,EUR,STANDARD,ACTIVE,2026-02-08 18:49:19.407
15546,5439,AL90553955501117421889,44071.35,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.410
15547,1559,AL21358719584617741890,21499.26,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.417
15548,3205,AL31561268888119101891,99693.55,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.420
15549,3289,AL13834141432191211892,51624.59,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.423
15550,7579,AL34635851870910551893,68337.76,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.430
15551,492,AL17410930767240531894,77836.55,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.433
15552,2665,AL41102838425832301895,12959.00,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.437
15553,6087,AL27183740162820671896,15810.83,EUR,STANDARD,ACTIVE,2026-02-08 18:49:19.443
15554,3016,AL25313168848701111897,60556.14,CHF,STANDARD,ACTIVE,2026-02-08 18:49:19.447
15555,2610,AL72956139627062391898,35813.25,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.450
15556,5590,AL18822456012354021899,12407.38,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.457
15557,6459,AL05471099969110621900,31986.97,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.460
15558,7475,AL42037796583299791901,37211.04,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.467
15559,6155,AL33621743679033641902,90258.72,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.470
15560,1876,AL75740970174467661903,80521.77,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.473
15561,7531,AL31415984052635261904,77222.12,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.480
15562,3459,AL92266905540895141905,74794.82,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.483
15563,2956,AL40072295835959011906,10477.24,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.487
15564,9111,AL70637633527914451907,16163.35,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.490
15565,9677,AL36831588743186121908,15438.87,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.497
15566,5728,AL56062467667036101909,88626.24,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.500
15567,6858,AL78650435900140531910,43710.69,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.507
15568,4357,AL89345443495377821911,10964.39,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.510
15569,1940,AL73320384505969251912,7078.30,USD,SAVINGS,FROZEN,2026-02-08 18:49:19.517
15570,9310,AL88629557046913101913,40712.33,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.520
15571,1006,AL39873256177590291914,91921.81,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.527
15572,7792,AL64157771670878341915,10358.44,USD,STANDARD,ACTIVE,2026-02-08 18:49:19.530
15573,3240,AL21118794910675151916,85698.62,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.533
15574,2842,AL69279510972610771917,29963.61,EUR,STANDARD,ACTIVE,2026-02-08 18:49:19.540
15575,7244,AL90468686723792141918,47765.04,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.547
15576,2303,AL09665919032773251919,17788.30,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.553
15577,5252,AL35915761721435571920,1158.08,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.560
15578,8918,AL11799313589299991921,25797.62,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.567
15579,1954,AL57895385794702171922,97063.01,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.573
15580,522,AL98149312774160061923,23898.17,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.580
15581,7880,AL20396869207678471924,80971.13,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.587
15582,445,AL67930628068821711925,2554.27,USD,STANDARD,ACTIVE,2026-02-08 18:49:19.590
15583,8625,AL89187130760571621926,88036.57,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.597
15584,4735,AL62950463678996021927,21651.53,USD,STANDARD,ACTIVE,2026-02-08 18:49:19.600
15585,5725,AL61023797267996161928,35079.57,USD,SAVINGS,FROZEN,2026-02-08 18:49:19.607
15586,4716,AL70430480792414221929,18247.88,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.613
15587,6784,AL01698071229920131930,61180.68,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.620
15588,8398,AL11946557322174541931,84899.58,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.623
15589,2261,AL79832504490769301932,19589.11,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.630
15590,9740,AL74187109033750961933,17629.99,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.637
15591,2584,AL65633893544660091934,45510.06,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.643
15592,8364,AL59668541230523031935,48387.37,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.647
15593,7412,AL01802556312414131936,52241.70,CHF,STANDARD,FROZEN,2026-02-08 18:49:19.653
15594,3353,AL03380412374560131937,5731.45,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.660
15595,7594,AL84140902536453621938,54161.57,CHF,STANDARD,ACTIVE,2026-02-08 18:49:19.663
15596,6461,AL67318952521477551939,71947.49,USD,STANDARD,ACTIVE,2026-02-08 18:49:19.670
15597,6298,AL89178513418818341940,98007.07,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.673
15598,9462,AL57459442719471391941,2757.01,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.677
15599,6863,AL85848418169161971942,41209.14,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.680
15600,1326,AL81525770887697641943,35113.14,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.687
15601,3770,AL68149419589420271944,21151.48,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.690
15602,4580,AL40505212252438181945,51292.46,CHF,STANDARD,ACTIVE,2026-02-08 18:49:19.700
15603,497,AL67604489697643871946,73114.57,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.707
15604,6908,AL86288264463975471947,10201.42,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.713
15605,3516,AL23019637841452851948,62722.39,USD,STANDARD,ACTIVE,2026-02-08 18:49:19.720
15606,2296,AL13814987665335091949,57694.36,GBP,STANDARD,FROZEN,2026-02-08 18:49:19.730
15607,3148,AL38336036607582351950,77257.81,EUR,STANDARD,ACTIVE,2026-02-08 18:49:19.733
15608,7289,AL17367791112784321951,99618.81,EUR,STANDARD,ACTIVE,2026-02-08 18:49:19.740
15609,4622,AL70099246969027251952,43310.14,USD,STANDARD,FROZEN,2026-02-08 18:49:19.750
15610,7415,AL41841939393953661953,90268.85,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.757
15611,7151,AL97659546284134901954,28699.38,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.760
15612,3911,AL26089637087237751955,49652.05,USD,STANDARD,ACTIVE,2026-02-08 18:49:19.767
15613,934,AL22569368090967881956,77905.96,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.773
15614,4408,AL57553166788417561957,97270.24,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.777
15615,4095,AL50591592006973681958,63416.49,USD,STANDARD,FROZEN,2026-02-08 18:49:19.783
15616,6518,AL01702871080336011959,67887.38,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.790
15617,3672,AL49749854817983841960,68784.94,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.793
15618,1758,AL92044627660709621961,90148.30,USD,SAVINGS,FROZEN,2026-02-08 18:49:19.800
15619,8651,AL69087262518641261962,98757.31,GBP,STANDARD,FROZEN,2026-02-08 18:49:19.807
15620,1839,AL34123384532208791963,87769.60,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.810
15621,5120,AL25550114687307601964,27781.23,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.817
15622,7051,AL20452164857238921965,78705.14,CHF,STANDARD,ACTIVE,2026-02-08 18:49:19.823
15623,5298,AL66132337074217181966,80084.82,EUR,STANDARD,FROZEN,2026-02-08 18:49:19.827
15624,3367,AL05682867594358371967,766.95,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.830
15625,1139,AL81134621728691311968,25529.24,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.837
15626,1454,AL78964962634273831969,15868.05,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.840
15627,6606,AL74635898400397101970,70112.69,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.847
15628,2479,AL90190601851372621971,18968.38,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:19.850
15629,4805,AL35915861233255381972,25194.02,GBP,SAVINGS,FROZEN,2026-02-08 18:49:19.853
15630,6523,AL20951882110149901973,43316.51,CHF,STANDARD,ACTIVE,2026-02-08 18:49:19.860
15631,1911,AL80637567685887291974,28166.54,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.863
15632,2449,AL52075730007204281975,31316.86,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.867
15633,4600,AL70573963425534791976,46456.98,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.873
15634,1314,AL90889381906018941977,21083.37,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.877
15635,4480,AL06144659621484411978,19838.47,EUR,SAVINGS,FROZEN,2026-02-08 18:49:19.880
15636,3579,AL60940165336706501979,57544.46,GBP,STANDARD,ACTIVE,2026-02-08 18:49:19.887
15637,7799,AL52225326074701921980,11814.97,USD,SAVINGS,FROZEN,2026-02-08 18:49:19.893
15638,8113,AL77508006075748441981,10184.64,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.897
15639,9730,AL98789588027830841982,839.88,USD,BUSINESS,ACTIVE,2026-02-08 18:49:19.903
15640,4407,AL42667932341559851983,44278.17,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:19.907
15641,8853,AL46821068804973971984,44327.51,GBP,STANDARD,FROZEN,2026-02-08 18:49:19.913
15642,1373,AL90964260615587981985,1520.98,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.920
15643,4328,AL67522669002546691986,52849.26,EUR,STANDARD,ACTIVE,2026-02-08 18:49:19.927
15644,4736,AL06351586418121881987,41257.06,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.930
15645,7638,AL27261333118975151988,61340.59,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.937
15646,4646,AL02184515412834301989,97567.11,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.940
15647,881,AL96974766522737601990,87540.52,EUR,STANDARD,ACTIVE,2026-02-08 18:49:19.947
15648,8834,AL58317348926082751991,30261.23,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:19.953
15649,5484,AL10609806571631151992,55870.61,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:19.960
15650,6092,AL99280757601919021993,53099.56,GBP,BUSINESS,FROZEN,2026-02-08 18:49:19.967
15651,6011,AL87280837683372581994,93044.12,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:19.973
15652,1057,AL67544143066528441995,57527.79,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.980
15653,6979,AL50304327134252101996,30965.62,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:19.987
15654,4972,AL37430667640137851997,38978.77,USD,SAVINGS,ACTIVE,2026-02-08 18:49:19.993
15655,146,AL29511882237815641998,48453.10,USD,STANDARD,ACTIVE,2026-02-08 18:49:20.007
15656,5358,AL02402286995487471999,43027.58,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.010
15657,97,AL04578922580935432000,46581.53,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.020
15658,3717,AL21513860886574162001,76695.20,USD,STANDARD,ACTIVE,2026-02-08 18:49:20.023
15659,9137,AL38826071458214692002,85642.63,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.030
15660,586,AL42544222152898572003,45982.08,USD,STANDARD,FROZEN,2026-02-08 18:49:20.037
15661,3924,AL13411549378658862004,4478.02,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.040
15662,2826,AL83314235311285032005,67594.07,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.047
15663,7583,AL56231857133751532006,3603.68,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.050
15664,5451,AL65617344314587132007,53987.85,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.057
15665,2873,AL56909590275526572008,6711.74,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.063
15666,8427,AL98343544759003062009,11145.50,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.070
15667,8158,AL75308019159353892010,34515.47,USD,SAVINGS,FROZEN,2026-02-08 18:49:20.073
15668,7639,AL51082893456342032011,20943.95,USD,BUSINESS,FROZEN,2026-02-08 18:49:20.077
15669,786,AL82628411909782182012,16283.87,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.080
15670,3183,AL55713442089529392013,92355.34,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.087
15671,9196,AL12828338495864322014,43873.32,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.090
15672,4827,AL62851256867337512015,91118.75,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.097
15673,8185,AL77716472954003392016,78832.55,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.100
15674,698,AL72977963309548192017,93156.92,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.107
15675,9002,AL27019030499037982018,43152.32,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.110
15676,1136,AL75961265641366832019,80181.48,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.113
15677,3961,AL65613965615892722020,63754.92,EUR,SAVINGS,FROZEN,2026-02-08 18:49:20.120
15678,9978,AL44956399235604482021,1099.77,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.127
15679,1069,AL78796307375730102022,13066.63,EUR,SAVINGS,FROZEN,2026-02-08 18:49:20.130
15680,596,AL24663587912743392023,48685.86,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.133
15681,8623,AL89545442462590662024,35073.24,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.137
15682,2638,AL08824726760636672025,96438.11,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.140
15683,9701,AL03705031991408022026,17458.36,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.147
15684,54,AL14180064680985062027,86359.50,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.150
15685,1006,AL95059988817255802028,88626.34,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.153
15686,2841,AL15467415054026002029,63772.70,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.160
15687,5449,AL70306864294806492030,46705.34,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.167
15688,5938,AL98815115487164582031,78366.37,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.170
15689,8527,AL34619248950089702032,38616.74,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.173
15690,1929,AL84358733025261252033,88364.92,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.177
15691,3363,AL83011127244153562034,60243.72,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.180
15692,7535,AL47829818259742742035,53350.74,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.183
15693,5879,AL54329719012634002036,85450.92,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.190
15694,7025,AL33471526931589242037,77187.36,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.197
15695,8053,AL72488659174627802038,90934.47,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.200
15696,660,AL06568842280885302039,48367.52,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.203
15697,1494,AL49838092325795022040,87377.15,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.207
15698,1292,AL88743591771649102041,20881.03,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.213
15699,9964,AL06016439782529412042,61563.38,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.217
15700,7130,AL66863761382977392043,54869.36,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.220
15701,4582,AL79887475201874602044,94575.22,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.223
15702,5287,AL50352849833336312045,77122.44,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.230
15703,6323,AL52042855856106572046,80948.64,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.237
15704,6650,AL96519807283564862047,71409.37,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.240
15705,8125,AL61172037981714012048,11668.99,USD,STANDARD,ACTIVE,2026-02-08 18:49:20.247
15706,6487,AL62209799579022822049,37503.18,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.250
15707,4025,AL46699029502189352050,95733.24,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.253
15708,3488,AL67531328440081482051,26976.51,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.260
15709,5674,AL49978183920196742052,56601.46,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.263
15710,6133,AL20773568430884492053,65243.87,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.270
15711,89,AL69765171913218352054,35283.58,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.273
15712,4081,AL69704247210165102055,42399.39,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.277
15713,9449,AL45520306036075262056,49826.93,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.283
15714,9445,AL77512476517360702057,29875.12,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.290
15715,1823,AL49723894107376582058,1275.56,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.293
15716,8075,AL01726366300624292059,6434.70,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.300
15717,1292,AL73779572415407302060,7852.68,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.303
15718,2087,AL44742644028229942061,30296.64,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.310
15719,3455,AL34594182402310702062,93940.58,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.313
15720,5030,AL46516017719502112063,73665.43,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.317
15721,6006,AL58784016659850442064,54346.66,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.323
15722,5759,AL79719698459939462065,22105.84,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.327
15723,549,AL30969604017555322066,1584.71,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.330
15724,8007,AL83960277733590182067,22129.46,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.333
15725,5256,AL87014181396540582068,80054.89,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.340
15726,2178,AL20302786439832912069,46166.86,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.343
15727,7665,AL73141580392222682070,2998.98,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.347
15728,8550,AL98175957308386362071,27564.70,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.350
15729,2331,AL36904622176721652072,50045.49,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.353
15730,5182,AL63677204692363732073,38533.55,CHF,SAVINGS,FROZEN,2026-02-08 18:49:20.360
15731,2541,AL67227604535880762074,88406.77,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.360
15732,5489,AL33865657067973642075,26612.43,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.367
15733,6324,AL01030106078970672076,76923.57,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.370
15734,9600,AL15016868980125612077,23718.79,EUR,STANDARD,FROZEN,2026-02-08 18:49:20.373
15735,1902,AL94873399079403882078,99960.03,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.377
15736,9484,AL77042564195352992079,75507.16,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.380
15737,7128,AL00147277958980102080,94344.33,EUR,SAVINGS,FROZEN,2026-02-08 18:49:20.387
15738,9404,AL93807258685489182081,46978.88,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.390
15739,7073,AL99527996836995882082,18179.01,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.393
15740,9636,AL60524235080298082083,7706.65,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.397
15741,7469,AL83273601939077682084,75731.24,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.400
15742,4375,AL89120703617333052085,64724.14,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.403
15743,9095,AL24683640964702072086,17218.02,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.407
15744,5661,AL45377972841307602087,46623.52,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.410
15745,4560,AL00206346536091542088,39452.02,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.413
15746,7247,AL73518290465336992089,34825.54,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.417
15747,4330,AL35962810742203672090,7390.19,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.423
15748,8064,AL99822999556973422091,32912.67,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.427
15749,6317,AL73617975511150592092,89037.36,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.437
15750,64,AL10156797801379582093,90365.40,USD,BUSINESS,FROZEN,2026-02-08 18:49:20.443
15751,6407,AL85521847850562252094,84296.45,EUR,BUSINESS,ACTIVE,2026-02-08 18:49:20.450
15752,9543,AL79742539612365762095,23876.46,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.453
15753,2838,AL51426184321806982096,70215.57,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.460
15754,2414,AL31005695003479562097,94655.24,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.463
15755,4455,AL42676914715206202098,39192.82,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.470
15756,1617,AL84317398972495782099,28975.96,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.473
15757,4872,AL48432371828182812100,29128.05,USD,STANDARD,ACTIVE,2026-02-08 18:49:20.477
15758,337,AL03452581121627692101,37650.48,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.483
15759,9555,AL75841370662302582102,34072.88,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.487
15760,165,AL98465904483328202103,35684.52,USD,SAVINGS,FROZEN,2026-02-08 18:49:20.497
15761,936,AL88999952985630062104,43433.44,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.500
15762,88,AL44579182848958682105,91405.63,USD,BUSINESS,FROZEN,2026-02-08 18:49:20.507
15763,3358,AL21029643821959502106,16041.27,USD,STANDARD,ACTIVE,2026-02-08 18:49:20.510
15764,1599,AL10665295889726272107,38140.94,GBP,STANDARD,FROZEN,2026-02-08 18:49:20.517
15765,9804,AL18051864279724992108,77945.31,GBP,STANDARD,FROZEN,2026-02-08 18:49:20.520
15766,5726,AL93228401503019002109,3511.67,USD,BUSINESS,FROZEN,2026-02-08 18:49:20.523
15767,4471,AL17551944790111422110,50346.88,GBP,SAVINGS,FROZEN,2026-02-08 18:49:20.530
15768,8281,AL36183752127892072111,37498.05,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.533
15769,5590,AL91224079271589162112,23439.73,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.537
15770,3352,AL24089034651404582113,91574.74,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.543
15771,9780,AL67929005937683152114,53960.43,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.547
15772,8917,AL91220845626389702115,44833.72,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.550
15773,9614,AL35700640310372962116,47550.18,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.553
15774,8501,AL94632824156021982117,1519.49,CHF,BUSINESS,FROZEN,2026-02-08 18:49:20.560
15775,4752,AL53404870687952422118,63254.53,USD,BUSINESS,ACTIVE,2026-02-08 18:49:20.563
15776,6550,AL92628539736289702119,21951.99,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.567
15777,4798,AL91792687854206042120,35255.24,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.570
15778,1864,AL89362443625287572121,35792.56,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.577
15779,3959,AL61366507872915192122,45300.92,CHF,BUSINESS,ACTIVE,2026-02-08 18:49:20.580
15780,8745,AL39043607835345232123,49032.88,CHF,STANDARD,ACTIVE,2026-02-08 18:49:20.587
15781,3565,AL71897877616984002124,54978.36,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.593
15782,2285,AL37698550059738882125,99548.82,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.600
15783,7456,AL40768711262523922126,60222.06,EUR,SAVINGS,ACTIVE,2026-02-08 18:49:20.610
15784,6006,AL30128049786890252127,7692.86,GBP,BUSINESS,ACTIVE,2026-02-08 18:49:20.617
15785,5266,AL99849388210315382128,84279.94,CHF,STANDARD,FROZEN,2026-02-08 18:49:20.620
15786,8495,AL59465394998281872129,54952.96,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.623
15787,9030,AL20600866063416342130,48362.48,USD,STANDARD,ACTIVE,2026-02-08 18:49:20.630
15788,2685,AL24730125557408442131,55010.49,GBP,SAVINGS,ACTIVE,2026-02-08 18:49:20.633
15789,38,AL72641138710027302132,72473.36,USD,SAVINGS,ACTIVE,2026-02-08 18:49:20.637
15790,7322,AL80376877265366382133,83963.61,GBP,STANDARD,ACTIVE,2026-02-08 18:49:20.640
15791,6673,AL84781965968440792134,58487.01,CHF,SAVINGS,ACTIVE,2026-02-08 18:49:20.647
15792,8953,AL13932625723776632135,33088.36,EUR,STANDARD,ACTIVE,2026-02-08 18:49:20.650
